97924,50345
97924,51571
98267,51571
98267,52762
97672,52762
97672,54006
98033,54006
98033,55223
97930,55223
97930,56355
97187,56355
97187,57620
97455,57620
97455,58755
96898,58755
96898,60029
97081,60029
97081,61275
97045,61275
97045,62296
96120,62296
96120,63411
95626,63411
95626,64658
95567,64658
95567,65962
95623,65962
95623,66827
94448,66827
94448,68020
94185,68020
94185,69214
93900,69214
93900,70281
93316,70281
93316,71397
92837,71397
92837,72352
92049,72352
92049,73659
91911,73659
91911,74892
91598,74892
91598,75591
90405,75591
90405,76766
89983,76766
89983,77931
89520,77931
89520,78545
88292,78545
88292,79538
87598,79538
87598,80413
86755,80413
86755,81391
86038,81391
86038,82481
85435,82481
85435,83432
84666,83432
84666,84001
83514,84001
83514,85275
83050,85275
83050,86053
82104,86053
82104,86679
81032,86679
81032,87054
79771,87054
79771,88208
79137,88208
79137,89041
78237,89041
78237,89353
76971,89353
76971,90543
76303,90543
76303,91193
75265,91193
75265,91236
73875,91236
73875,92568
73227,92568
73227,92557
71841,92557
71841,93088
70751,93088
70751,93718
69706,93718
69706,94302
68634,94302
68634,95167
67665,95167
67665,95074
66325,95074
66325,95758
65273,95758
65273,95986
64064,95986
64064,96370
62907,96370
62907,96471
61675,96471
61675,96573
60454,96573
60454,97441
59393,97441
59393,97281
58122,97281
58122,97594
56940,97594
56940,97532
55705,97532
55705,97315
54467,97315
54467,97784
53292,97784
53292,97610
52070,97610
52070,97786
50866,97786
50866,98242
49652,98242
49652,98030
48436,98030
48436,98037
47216,98037
47216,97990
45997,97990
45997,97488
44824,97488
44824,97993
43535,97993
43535,97477
42375,97477
42375,97150
41197,97150
41197,97360
39910,97360
39910,96634
38823,96634
38823,96666
37557,96666
37557,96488
36334,96488
36334,95918
35228,95918
35228,95121
34212,95121
34212,94577
33123,94577
33123,94857
31705,94857
31705,93771
30841,93771
30841,93738
29520,93738
29520,92937
28552,92937
28552,92599
27355,92599
27355,92067
26252,92067
26252,91311
25278,91311
25278,90840
24133,90840
24133,90199
23088,90199
23088,88851
22540,88851
22540,88832
21051,88832
21051,87608
20452,87608
20452,87102
19299,87102
19299,86330
18353,86330
18353,85553
17409,85553
17409,84855
16386,84855
16386,83659
15852,83659
15852,83143
14625,83143
14625,81803
14283,81803
14283,81266
13043,81266
13043,80286
12304,80286
12304,79007
11961,79007
11961,78307
10862,78307
10862,77157
10375,77157
10375,76323
9424,76323
9424,75099
9076,75099
9076,73909
8704,73909
8704,73119
7629,73119
7629,71799
7523,71799
7523,70975
6447,70975
6447,69897
5858,69897
5858,68675
5600,68675
5600,67341
5660,67341
5660,66365
4812,66365
4812,65200
4459,65200
4459,64020
4157,64020
4157,62919
3584,62919
3584,61586
3884,61586
3884,60595
2797,60595
2797,59348
2787,59348
2787,58082
2955,58082
2955,56942
2390,56942
2390,55696
2543,55696
2543,54506
2266,54506
2266,53302
2065,53302
2065,52073
2310,52073
2310,50861
2471,50861
2471,50321
94552,50321
