94552,48440
2091,48440
2091,47247
2499,47247
2499,45975
1750,45975
1750,44746
1790,44746
1790,43644
2817,43644
2817,42335
2272,42335
2272,41178
2747,41178
2747,39918
2675,39918
2675,38910
3727,38910
3727,37719
3942,37719
3942,36385
3684,36385
3684,35253
4159,35253
4159,34244
4967,34244
4967,32829
4645,32829
4645,31939
5715,31939
5715,30641
5772,30641
5772,29771
6797,29771
6797,28353
6662,28353
6662,27683
8016,27683
8016,26189
7820,26189
7820,25275
8682,25275
8682,24304
9430,24304
9430,23426
10305,23426
10305,22541
11149,22541
11149,21158
11311,21158
11311,20566
12536,20566
12536,19309
12910,19309
12910,18275
13579,18275
13579,17372
14405,17372
14405,16451
15212,16451
15212,16154
16639,16154
16639,14608
16840,14608
16840,14147
18075,14147
18075,13608
19212,13608
19212,12928
20214,12928
20214,11846
20904,11846
20904,11174
21918,11174
21918,10743
23094,10743
23094,9637
23814,9637
23814,8950
24822,8950
24822,8144
25765,8144
25765,7608
26869,7608
26869,6967
27915,6967
27915,6471
29036,6471
29036,5965
30150,5965
30150,5315
31204,5315
31204,5542
32611,5542
32611,5091
33734,5091
33734,4100
34679,4100
34679,4289
36019,4289
36019,3710
37115,3710
37115,3331
38274,3331
38274,2798
39404,2798
39404,2844
40663,2844
40663,2936
41914,2936
41914,2855
43125,2855
43125,2289
44272,2289
44272,2471
45512,2471
45512,2554
46730,2554
46730,2366
47928,2366
47928,1748
49125,1748
49125,2381
50343,2381
50343,1681
51573,1681
51573,2173
52771,2173
52771,1917
54010,1917
54010,2346
55193,2346
55193,1968
56469,1968
56469,2224
57671,2224
57671,2462
58874,2462
58874,2875
60039,2875
60039,3188
61219,3188
61219,3530
62390,3530
62390,3672
63618,3672
63618,3901
64829,3901
64829,4864
65792,4864
65792,5525
66837,5525
66837,5472
68159,5472
68159,6112
69209,6112
69209,6929
70166,6929
70166,7451
71252,7451
71252,7552
72564,7552
72564,8010
73703,8010
73703,8995
74537,8995
74537,9644
75559,9644
75559,10487
76451,10487
76451,10811
77697,10811
77697,11508
78693,11508
78693,12208
79691,12208
79691,13360
80317,13360
80317,14116
81256,14116
81256,14472
82566,14472
82566,15209
83551,15209
83551,16126
84365,16126
84365,17393
84800,17393
84800,18024
85908,18024
85908,19134
86483,19134
86483,19631
87796,19631
87796,21067
87939,21067
87939,21616
89242,21616
89242,22794
89694,22794
89694,23663
90594,23663
90594,24868
90974,24868
90974,26021
91413,26021
91413,26925
92287,26925
92287,28097
92676,28097
92676,29149
93292,29149
93292,30350
93590,30350
93590,31557
93844,31557
93844,32548
94619,32548
94619,33610
95252,33610
95252,34795
95551,34795
95551,36023
95698,36023
95698,37160
96125,37160
96125,38352
96359,38352
96359,39381
97306,39381
97306,40749
96718,40749
96718,41836
97519,41836
97519,43042
97708,43042
97708,44278
97660,44278
97660,45480
97870,45480
97870,46724
97536,46724
97536,47910
98058,47910
98058,49129
98032,49129
98032,50345
